code_module,gender_bin,disability_bin,age_numeric,edu_numeric,imd_numeric,num_of_prev_attempts,studied_credits,days_to_start,registered_early,at_risk,avg_score,num_submitted,num_failed,submission_rate,avg_tma_score,avg_cma_score,avg_days_late,total_clicks,active_days,avg_clicks_per_day,quiz_clicks,forumng_clicks,resource_clicks,clicked_before_start,module_total_assessments
BBB,0,0,0,1,70.0,0,60,36.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
AAA,1,0,1,1,60.0,0,60,144.0,1,0,83.4,5.0,0.0,0.8333333333333334,83.4,0.0,-6.8,5974.0,211.0,28.31,0.0,2144.0,89.0,1.0,6
EEE,1,0,1,3,30.0,0,30,60.0,1,1,56.0,1.0,0.0,0.2,56.0,0.0,7.0,561.0,25.0,22.44,153.0,36.0,8.0,0.0,5
FFF,1,0,0,1,60.0,3,60,23.0,0,1,75.63636363636364,11.0,0.0,0.8461538461538461,73.5,76.85714285714286,-12.454545454545455,4568.0,163.0,28.02,1142.0,343.0,26.0,1.0,13
BBB,0,0,1,1,70.0,0,120,24.0,0,1,87.0,2.0,0.0,0.16666666666666666,94.0,80.0,1.0,141.0,9.0,15.67,13.0,31.0,0.0,1.0,12
CCC,1,0,0,2,30.0,0,60,23.0,0,0,77.92307692307692,13.0,1.0,1.0,85.25,61.25,0.25,5850.0,143.0,40.91,2594.0,893.0,102.0,1.0,10
GGG,0,0,0,2,50.0,0,30,26.0,0,0,83.0,7.0,0.0,0.7,67.0,95.0,-31.857142857142858,303.0,17.0,17.82,68.0,91.0,6.0,1.0,10
BBB,0,0,0,2,80.0,0,60,21.0,0,0,88.5,10.0,0.0,0.8333333333333334,77.0,100.0,2.4,402.0,49.0,8.2,68.0,154.0,41.0,1.0,12
BBB,0,0,1,2,50.0,0,60,49.0,1,1,59.75,4.0,1.0,0.6666666666666666,59.75,0.0,10.75,446.0,68.0,6.56,9.0,45.0,119.0,1.0,6
EEE,1,0,1,2,70.0,0,120,32.0,1,0,79.5,4.0,0.0,0.8,79.5,0.0,2.0,2215.0,117.0,18.93,179.0,678.0,12.0,1.0,5
GGG,0,0,1,1,20.0,0,30,38.0,1,0,78.55555555555556,9.0,0.0,0.9,62.333333333333336,86.66666666666667,-32.22222222222222,902.0,57.0,15.82,135.0,149.0,47.0,0.0,10
BBB,0,0,0,0,10.0,0,60,151.0,1,0,64.6,5.0,1.0,0.8333333333333334,64.6,0.0,-5.6,1805.0,136.0,13.27,127.0,272.0,51.0,1.0,6
FFF,0,0,0,2,0.0,1,150,93.0,1,1,58.583333333333336,24.0,3.0,1.0,49.7,64.92857142857143,-57.375,3323.0,120.0,27.69,1394.0,230.0,108.0,1.0,13
CCC,0,0,0,1,20.0,0,60,262.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
GGG,1,0,1,1,80.0,0,60,15.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
CCC,1,0,1,2,50.0,0,60,21.0,0,1,55.0,5.0,1.0,0.5,51.25,70.0,1.4,2587.0,105.0,24.64,554.0,528.0,43.0,1.0,10
FFF,0,0,1,2,30.0,0,120,138.0,1,0,87.75,12.0,0.0,0.9230769230769231,88.2,87.42857142857143,-58.666666666666664,5490.0,181.0,30.33,783.0,986.0,72.0,1.0,13
BBB,0,0,0,3,30.0,0,120,29.0,0,1,57.0,2.0,0.0,0.16666666666666666,57.0,0.0,-1.0,77.0,13.0,5.92,0.0,19.0,2.0,0.0,12
CCC,1,0,1,3,50.0,0,120,115.0,1,1,90.75,12.0,0.0,1.0,90.8,90.71428571428571,-63.083333333333336,8263.0,189.0,43.72,1161.0,780.0,53.0,1.0,10
DDD,0,0,1,1,60.0,0,60,151.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,7
EEE,1,0,1,1,10.0,0,30,67.0,1,0,82.75,4.0,0.0,0.8,82.75,0.0,7.0,2151.0,107.0,20.1,154.0,221.0,19.0,1.0,5
CCC,0,0,0,2,0.0,0,30,71.0,1,0,76.75,12.0,0.0,1.0,83.16666666666667,72.0,-1.7272727272727273,5803.0,191.0,30.38,2438.0,1572.0,213.0,1.0,10
BBB,0,0,0,1,30.0,1,120,29.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,5.0,0.0,0.0,4.0,0.0,12
EEE,1,0,0,2,0.0,0,30,15.0,0,1,52.25,4.0,1.0,0.8,52.25,0.0,27.0,1058.0,91.0,11.63,104.0,50.0,12.0,0.0,5
GGG,0,0,0,1,0.0,0,30,59.0,1,0,81.42857142857143,7.0,0.0,0.7,70.0,90.0,-13.714285714285714,264.0,10.0,26.4,71.0,4.0,6.0,0.0,10
EEE,1,0,0,2,60.0,0,60,109.0,1,0,88.25,4.0,0.0,0.8,88.25,0.0,-0.5,947.0,69.0,13.72,102.0,24.0,1.0,1.0,5
BBB,0,1,1,1,30.0,1,120,19.0,0,0,79.18181818181819,11.0,0.0,0.9166666666666666,81.83333333333333,76.0,1.0909090909090908,2316.0,175.0,13.23,87.0,1005.0,165.0,1.0,12
AAA,0,0,0,2,40.0,0,180,100.0,1,0,82.6,5.0,0.0,0.8333333333333334,82.6,0.0,-0.4,1596.0,125.0,12.77,0.0,260.0,44.0,1.0,6
CCC,1,0,0,3,50.0,0,30,16.0,0,1,68.33333333333333,3.0,0.0,0.3,80.0,62.5,1.6666666666666667,670.0,28.0,23.93,413.0,40.0,60.0,1.0,10
CCC,1,0,0,2,40.0,0,120,109.0,1,1,0.0,1.0,1.0,0.1,0.0,0.0,3.0,131.0,7.0,18.71,73.0,2.0,1.0,0.0,10
AAA,0,0,1,2,50.0,0,60,108.0,1,0,67.2,5.0,0.0,0.8333333333333334,67.2,0.0,-1.2,1401.0,95.0,14.75,0.0,354.0,13.0,1.0,6
FFF,1,0,0,2,10.0,0,120,23.0,0,0,88.16666666666667,12.0,0.0,0.9230769230769231,84.2,91.0,-58.333333333333336,3322.0,124.0,26.79,812.0,186.0,41.0,1.0,13
BBB,0,0,1,3,70.0,0,60,17.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
CCC,1,0,0,1,0.0,0,60,61.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.5,0.0,0.0,1.0,1.0,10
BBB,0,0,0,2,80.0,0,60,30.0,0,1,70.5,2.0,0.0,0.16666666666666666,70.5,0.0,-1.0,26.0,4.0,6.5,0.0,0.0,8.0,0.0,12
FFF,1,0,0,2,30.0,0,150,24.0,0,0,85.91666666666667,12.0,0.0,0.9230769230769231,82.4,88.42857142857143,-10.666666666666666,1550.0,52.0,29.81,531.0,151.0,18.0,1.0,13
DDD,1,0,0,2,80.0,0,60,64.0,1,0,90.0625,16.0,0.0,1.0,92.0,87.75,-9.066666666666666,4055.0,242.0,16.76,1090.0,1149.0,129.0,1.0,7
FFF,1,0,0,2,50.0,0,90,45.0,1,0,62.333333333333336,12.0,2.0,0.9230769230769231,51.8,69.85714285714286,-60.25,2384.0,80.0,29.8,775.0,244.0,49.0,1.0,13
BBB,0,0,0,1,10.0,0,120,167.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,4.5,0.0,0.0,2.0,0.0,12
GGG,0,0,0,2,50.0,0,30,36.0,1,0,77.5,8.0,0.0,0.8,66.66666666666667,84.0,1.0,215.0,15.0,14.33,87.0,0.0,8.0,1.0,10
CCC,1,1,0,2,40.0,0,30,114.0,1,1,54.0,15.0,2.0,1.0,63.42857142857143,43.42857142857143,-34.214285714285715,2787.0,141.0,19.77,876.0,6.0,207.0,1.0,10
DDD,1,0,1,2,90.0,0,60,16.0,0,0,78.41666666666667,12.0,0.0,0.8571428571428571,65.4,91.66666666666667,1.6666666666666667,706.0,56.0,12.61,0.0,117.0,74.0,1.0,14
BBB,0,0,0,1,40.0,0,60,25.0,0,1,72.36363636363636,11.0,0.0,0.9166666666666666,62.666666666666664,84.0,1.1818181818181819,251.0,35.0,7.17,72.0,20.0,6.0,1.0,12
BBB,0,0,0,2,60.0,2,60,67.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
DDD,0,0,0,2,0.0,0,60,44.0,1,0,73.33333333333333,6.0,0.0,0.8571428571428571,74.6,0.0,0.0,373.0,22.0,16.95,0.0,32.0,51.0,1.0,7
CCC,1,0,0,2,30.0,1,120,17.0,0,1,92.75,8.0,0.0,0.8,91.0,93.33333333333333,1.875,1563.0,65.0,24.05,600.0,295.0,80.0,1.0,10
FFF,1,0,1,3,10.0,1,60,62.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
FFF,0,0,0,3,90.0,0,60,22.0,0,0,74.55,20.0,1.0,1.0,74.75,76.63636363636364,-18.94736842105263,4288.0,112.0,38.29,1209.0,267.0,163.0,1.0,13
BBB,0,0,1,2,50.0,0,60,49.0,1,1,78.0,3.0,0.0,0.25,67.0,100.0,-9.333333333333334,118.0,9.0,13.11,18.0,70.0,1.0,1.0,12
GGG,1,0,1,1,10.0,0,30,107.0,1,0,49.22222222222222,9.0,4.0,0.9,25.0,61.333333333333336,-41.333333333333336,3322.0,178.0,18.66,183.0,100.0,594.0,1.0,10
CCC,1,0,0,2,30.0,0,30,22.0,0,0,81.3076923076923,13.0,0.0,1.0,85.875,74.5,1.5833333333333333,7987.0,238.0,33.56,1458.0,3041.0,165.0,1.0,10
GGG,0,0,1,1,20.0,0,30,32.0,1,0,61.875,8.0,1.0,0.8,65.0,60.0,-6.0,1241.0,61.0,20.34,127.0,75.0,76.0,0.0,10
BBB,0,0,0,1,60.0,0,60,58.0,1,0,66.25,4.0,0.0,0.6666666666666666,66.25,0.0,-4.0,1425.0,76.0,18.75,146.0,220.0,37.0,1.0,6
DDD,0,0,0,2,20.0,0,60,169.0,1,1,55.857142857142854,7.0,0.0,1.0,57.0,0.0,-4.285714285714286,267.0,25.0,10.68,0.0,46.0,11.0,1.0,7
EEE,1,0,0,1,10.0,0,30,79.0,1,1,87.0,1.0,0.0,0.2,87.0,0.0,-1.0,818.0,39.0,20.97,94.0,165.0,13.0,0.0,5
FFF,1,0,0,2,70.0,0,90,44.0,1,1,80.0,2.0,0.0,0.15384615384615385,80.0,0.0,-0.5,882.0,32.0,27.56,13.0,49.0,6.0,0.0,13
CCC,1,0,0,1,0.0,0,60,45.0,1,0,66.85714285714286,7.0,0.0,0.7,62.333333333333336,80.33333333333333,1.0,649.0,62.0,10.47,257.0,0.0,67.0,1.0,10
EEE,1,0,1,3,20.0,0,60,32.0,1,0,75.5,4.0,0.0,0.8,75.5,0.0,4.5,1782.0,80.0,22.28,159.0,57.0,24.0,1.0,5
CCC,0,0,1,1,40.0,0,30,68.0,1,1,57.22222222222222,9.0,3.0,0.9,63.0,57.25,5.75,1782.0,69.0,25.83,832.0,50.0,62.0,1.0,10
DDD,1,0,0,2,0.0,1,60,141.0,1,1,57.285714285714285,7.0,1.0,1.0,65.66666666666667,51.0,2.4285714285714284,749.0,42.0,17.83,0.0,94.0,52.0,1.0,7
DDD,1,1,1,2,60.0,0,60,75.0,1,1,84.42857142857143,7.0,0.0,1.0,84.42857142857143,0.0,-33.285714285714285,425.0,53.0,8.02,0.0,109.0,20.0,1.0,7
BBB,0,0,1,2,10.0,0,60,73.0,1,0,81.8,5.0,0.0,0.8333333333333334,81.8,0.0,-2.8,2286.0,89.0,25.69,146.0,664.0,46.0,1.0,6
BBB,0,0,0,1,70.0,1,60,97.0,1,1,62.125,8.0,0.0,0.6666666666666666,63.4,60.0,4.125,553.0,51.0,10.84,59.0,184.0,48.0,1.0,12
CCC,1,0,0,1,10.0,0,60,101.0,1,0,71.5,8.0,0.0,0.8,85.66666666666667,66.25,2.4285714285714284,3382.0,104.0,32.52,2486.0,144.0,86.0,1.0,10
DDD,0,0,0,2,30.0,0,240,102.0,1,1,91.14285714285714,21.0,0.0,1.0,88.88888888888889,92.54545454545455,-36.1,5358.0,135.0,39.69,1555.0,869.0,193.0,1.0,7
FFF,1,0,0,1,80.0,0,120,32.0,1,0,91.38095238095238,21.0,0.0,1.0,92.66666666666667,91.36363636363636,-48.35,6563.0,201.0,32.65,1804.0,1427.0,121.0,1.0,13
GGG,1,0,0,1,20.0,0,30,29.0,0,1,79.0,2.0,0.0,0.2,78.0,80.0,-88.5,47.0,3.0,15.67,19.0,6.0,1.0,1.0,10
GGG,0,0,1,1,90.0,0,30,38.0,1,1,81.66666666666667,9.0,0.0,0.9,65.0,90.0,-44.77777777777778,883.0,87.0,10.15,125.0,194.0,56.0,1.0,10
CCC,1,0,1,1,60.0,0,60,28.0,0,1,70.92307692307692,13.0,1.0,1.0,77.5,66.0,2.3333333333333335,2853.0,112.0,25.47,839.0,37.0,90.0,1.0,10
BBB,0,0,0,1,40.0,0,60,20.0,0,0,72.6,5.0,0.0,0.8333333333333334,72.6,0.0,0.4,956.0,55.0,17.38,57.0,2.0,116.0,1.0,6
DDD,0,0,1,2,60.0,0,70,124.0,1,0,78.83333333333333,6.0,0.0,0.8571428571428571,81.8,0.0,-7.0,1470.0,73.0,20.14,0.0,477.0,47.0,1.0,7
GGG,0,0,1,2,40.0,0,30,4.0,0,0,68.22222222222223,9.0,0.0,0.9,51.333333333333336,76.66666666666667,-34.22222222222222,623.0,34.0,18.32,92.0,31.0,46.0,1.0,10
BBB,1,1,1,1,40.0,0,60,23.0,0,1,42.0,3.0,1.0,0.5,42.0,0.0,-2.3333333333333335,575.0,23.0,25.0,53.0,13.0,63.0,1.0,6
BBB,0,0,0,1,20.0,0,90,94.0,1,1,72.125,8.0,0.0,0.6666666666666666,69.25,75.0,-6.625,1561.0,91.0,17.15,108.0,1078.0,14.0,1.0,12
BBB,0,0,0,1,30.0,0,120,30.0,0,1,81.1,10.0,0.0,0.8333333333333334,70.2,92.0,1.0,273.0,28.0,9.75,71.0,1.0,54.0,1.0,12
DDD,1,0,0,2,10.0,0,60,155.0,1,0,54.90909090909091,11.0,1.0,0.7857142857142857,56.4,52.4,0.9090909090909091,1239.0,88.0,14.08,0.0,79.0,139.0,1.0,14
FFF,1,0,0,0,0.0,0,90,136.0,1,1,38.0,1.0,1.0,0.07692307692307693,38.0,0.0,6.0,91.0,5.0,18.2,0.0,10.0,1.0,1.0,13
FFF,0,0,1,1,50.0,0,60,28.0,0,1,76.0,2.0,0.0,0.15384615384615385,76.0,0.0,5.5,631.0,28.0,22.54,0.0,349.0,9.0,1.0,13
BBB,0,0,1,2,10.0,0,60,30.0,0,1,78.75,4.0,0.0,0.3333333333333333,67.5,90.0,2.0,564.0,28.0,20.14,50.0,263.0,21.0,1.0,12
FFF,1,0,1,2,0.0,2,90,116.0,1,1,56.25,8.0,2.0,0.6153846153846154,48.6,69.0,-66.375,2113.0,119.0,17.76,431.0,30.0,31.0,1.0,13
DDD,1,0,0,3,40.0,0,60,54.0,1,1,71.88888888888889,9.0,0.0,1.0,74.25,0.0,-14.0,701.0,71.0,9.87,0.0,9.0,57.0,1.0,7
BBB,0,0,0,1,40.0,0,60,86.0,1,0,80.9090909090909,11.0,0.0,0.9166666666666666,71.66666666666667,92.0,1.8181818181818181,417.0,39.0,10.69,87.0,143.0,12.0,1.0,12
BBB,0,0,0,1,30.0,0,60,42.0,1,1,46.888888888888886,9.0,3.0,0.75,44.4,50.0,1.7777777777777777,476.0,23.0,20.7,59.0,184.0,30.0,1.0,12
EEE,1,0,1,2,70.0,0,30,22.0,0,0,69.54545454545455,11.0,1.0,1.0,69.6,0.0,-1.2,5608.0,174.0,32.23,115.0,393.0,223.0,1.0,5
FFF,1,0,0,2,10.0,1,120,134.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
EEE,1,0,1,2,40.0,0,150,2.0,0,0,94.5,4.0,0.0,0.8,94.5,0.0,-2.25,4707.0,203.0,23.19,179.0,1529.0,72.0,1.0,5
AAA,1,1,1,2,10.0,1,60,37.0,1,1,51.0,1.0,0.0,0.16666666666666666,51.0,0.0,5.0,953.0,51.0,18.69,0.0,116.0,5.0,1.0,6
FFF,1,0,1,1,10.0,0,120,129.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
FFF,1,0,0,1,40.0,0,60,32.0,1,1,76.0,2.0,0.0,0.15384615384615385,76.0,0.0,3.5,351.0,15.0,23.4,10.0,66.0,7.0,1.0,13
DDD,0,0,0,1,80.0,0,60,24.0,0,1,80.0,1.0,0.0,0.14285714285714285,80.0,0.0,9.0,252.0,12.0,21.0,0.0,0.0,25.0,0.0,7
GGG,0,0,0,1,20.0,0,30,128.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.0,8.2,0.0,6.0,8.0,1.0,10
CCC,1,1,0,1,0.0,1,30,24.0,0,0,59.666666666666664,6.0,1.0,0.6,62.0,56.0,1.4,530.0,44.0,12.05,93.0,126.0,31.0,1.0,10
EEE,1,0,0,1,40.0,0,60,149.0,1,0,88.75,4.0,0.0,0.8,88.75,0.0,-2.0,4697.0,148.0,31.74,227.0,1994.0,31.0,1.0,5
FFF,1,0,0,1,40.0,1,120,123.0,1,1,66.25,4.0,1.0,0.3076923076923077,62.333333333333336,78.0,-55.25,542.0,22.0,24.64,90.0,32.0,11.0,1.0,13
BBB,0,0,0,1,30.0,0,60,100.0,1,0,79.45454545454545,11.0,0.0,0.9166666666666666,69.0,92.0,-1.0,1711.0,129.0,13.26,80.0,1102.0,24.0,1.0,12
EEE,1,0,0,2,50.0,0,60,53.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,5.0,19.4,82.0,3.0,0.0,1.0,5
EEE,1,0,1,2,40.0,0,60,14.0,0,1,76.0,1.0,0.0,0.2,76.0,0.0,2.0,666.0,27.0,24.67,154.0,81.0,5.0,1.0,5
FFF,1,1,0,1,20.0,0,60,16.0,0,0,73.36363636363636,11.0,0.0,0.8461538461538461,76.0,71.85714285714286,-30.545454545454547,2060.0,79.0,26.08,828.0,150.0,39.0,1.0,13
BBB,0,0,1,1,60.0,0,120,93.0,1,0,76.6,5.0,1.0,0.8333333333333334,76.6,0.0,-3.8,2092.0,140.0,14.94,171.0,602.0,43.0,1.0,6
CCC,1,1,0,2,60.0,0,90,94.0,1,1,67.0,5.0,0.0,0.5,63.25,0.0,-3.25,436.0,62.0,7.03,0.0,45.0,33.0,1.0,10
CCC,1,0,0,3,50.0,0,60,23.0,0,0,80.375,8.0,0.0,0.8,79.5,75.66666666666667,0.8571428571428571,487.0,24.0,20.29,330.0,22.0,20.0,0.0,10
AAA,1,0,1,2,30.0,0,60,30.0,0,0,75.8,5.0,0.0,0.8333333333333334,75.8,0.0,0.0,1836.0,90.0,20.4,0.0,123.0,38.0,1.0,6
BBB,0,0,0,0,50.0,0,60,114.0,1,1,61.666666666666664,3.0,1.0,0.25,42.5,100.0,4.0,66.0,6.0,11.0,30.0,0.0,5.0,1.0,12
EEE,1,0,0,1,60.0,0,60,80.0,1,0,75.44444444444444,9.0,0.0,1.0,81.66666666666667,63.0,1.1111111111111112,4076.0,122.0,33.41,1188.0,578.0,104.0,1.0,5
DDD,1,0,0,2,40.0,0,120,95.0,1,1,25.0,2.0,1.0,0.2857142857142857,25.0,0.0,4.5,141.0,26.0,5.42,1.0,0.0,16.0,0.0,7
DDD,0,0,0,2,50.0,1,60,157.0,1,0,53.142857142857146,7.0,2.0,1.0,52.333333333333336,0.0,0.16666666666666666,271.0,41.0,6.61,0.0,60.0,12.0,1.0,7
DDD,0,0,0,1,10.0,0,120,71.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
FFF,1,0,0,1,40.0,0,90,80.0,1,0,91.16666666666667,12.0,0.0,0.9230769230769231,87.2,94.0,-32.916666666666664,3882.0,133.0,29.19,562.0,405.0,31.0,1.0,13
BBB,0,1,0,1,0.0,2,60,26.0,0,0,75.1,10.0,1.0,0.8333333333333334,68.5,85.0,2.5,199.0,22.0,9.05,59.0,70.0,10.0,0.0,12
CCC,1,0,0,3,70.0,0,30,28.0,0,1,96.16666666666667,6.0,0.0,0.6,98.0,97.25,2.0,1070.0,61.0,17.54,581.0,21.0,68.0,1.0,10
FFF,0,0,0,2,50.0,0,60,65.0,1,0,77.83333333333333,12.0,0.0,0.9230769230769231,76.4,78.85714285714286,-48.416666666666664,4405.0,157.0,28.06,789.0,183.0,20.0,1.0,13
BBB,1,0,0,1,90.0,1,60,30.0,0,1,100.0,1.0,0.0,0.16666666666666666,100.0,0.0,-6.0,192.0,16.0,12.0,1.0,57.0,15.0,1.0,6
FFF,1,0,0,1,60.0,0,120,186.0,1,0,83.41666666666667,12.0,0.0,0.9230769230769231,84.4,82.71428571428571,-79.08333333333333,4662.0,144.0,32.38,675.0,314.0,60.0,1.0,13
DDD,0,0,0,2,40.0,2,60,109.0,1,1,57.0625,16.0,2.0,1.0,60.0,50.6,-16.8125,1190.0,92.0,12.93,0.0,425.0,46.0,1.0,7
FFF,1,0,0,3,10.0,1,60,148.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
BBB,0,0,0,3,80.0,0,60,157.0,1,0,83.4,5.0,0.0,0.8333333333333334,83.4,0.0,-4.2,1332.0,59.0,22.58,157.0,9.0,25.0,1.0,6
DDD,1,0,1,4,40.0,1,150,304.0,1,1,92.33333333333333,3.0,0.0,0.42857142857142855,92.33333333333333,0.0,-2.6666666666666665,676.0,58.0,11.66,0.0,166.0,46.0,1.0,7
DDD,1,0,0,2,80.0,0,120,22.0,0,1,83.25,4.0,0.0,0.5714285714285714,83.25,0.0,-2.0,342.0,46.0,7.43,0.0,60.0,27.0,1.0,7
CCC,1,0,1,2,40.0,0,60,32.0,1,0,86.53846153846153,13.0,0.0,1.0,90.5,80.25,-0.9166666666666666,11818.0,262.0,45.11,1084.0,6107.0,172.0,1.0,10
FFF,0,1,0,1,40.0,0,60,34.0,1,0,83.16666666666667,12.0,0.0,0.9230769230769231,86.0,81.14285714285714,-59.666666666666664,17481.0,273.0,64.03,1128.0,8564.0,104.0,1.0,13
FFF,1,0,1,2,70.0,0,90,29.0,0,1,96.0,1.0,0.0,0.07692307692307693,96.0,0.0,-4.0,607.0,23.0,26.39,63.0,136.0,21.0,1.0,13
DDD,0,0,1,2,70.0,1,60,94.0,1,0,85.9,10.0,0.0,1.0,85.55555555555556,0.0,-26.444444444444443,2844.0,117.0,24.31,0.0,1052.0,163.0,1.0,7
DDD,0,1,0,1,0.0,1,60,22.0,0,1,90.0,2.0,0.0,0.2857142857142857,90.0,0.0,57.0,816.0,70.0,11.66,0.0,190.0,56.0,1.0,7
DDD,1,1,0,1,20.0,1,150,34.0,1,0,59.0,5.0,1.0,0.7142857142857143,64.25,0.0,1.2,1007.0,79.0,12.75,0.0,206.0,60.0,1.0,7
CCC,1,0,0,2,0.0,0,30,41.0,1,0,71.8,5.0,0.0,0.5,0.0,69.75,2.0,765.0,70.0,10.93,217.0,7.0,127.0,1.0,10
FFF,0,1,1,2,90.0,0,120,31.0,1,1,88.5,4.0,0.0,0.3076923076923077,86.0,91.0,-2.25,1400.0,49.0,28.57,63.0,562.0,18.0,1.0,13
EEE,1,0,0,2,50.0,0,30,102.0,1,0,83.0,4.0,0.0,0.8,83.0,0.0,-1.75,1461.0,60.0,24.35,64.0,278.0,16.0,0.0,5
EEE,1,0,0,4,90.0,0,60,98.0,1,0,95.0,4.0,0.0,0.8,95.0,0.0,3.0,1560.0,105.0,14.86,107.0,439.0,5.0,1.0,5
CCC,1,0,0,3,50.0,0,60,45.0,1,0,61.23076923076923,13.0,3.0,1.0,65.5,54.0,0.75,1111.0,54.0,20.57,388.0,22.0,37.0,0.0,10
FFF,1,1,0,2,60.0,0,60,37.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,6.0,22.83,3.0,15.0,2.0,1.0,13
DDD,1,0,0,3,40.0,0,120,25.0,0,1,38.666666666666664,3.0,1.0,0.21428571428571427,59.0,28.5,1.6666666666666667,73.0,7.0,10.43,0.0,0.0,3.0,1.0,14
EEE,0,0,0,2,50.0,0,30,102.0,1,0,86.75,4.0,0.0,0.8,86.75,0.0,2.0,1906.0,56.0,34.04,108.0,13.0,19.0,1.0,5
DDD,1,0,0,2,90.0,1,120,67.0,1,0,78.85714285714286,14.0,1.0,1.0,80.5,76.4,-21.571428571428573,668.0,73.0,9.15,0.0,128.0,37.0,1.0,7
GGG,0,1,1,2,0.0,0,30,23.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,5.0,10.2,1.0,0.0,7.0,1.0,10
BBB,1,0,0,1,0.0,0,60,23.0,0,1,67.8,5.0,0.0,0.8333333333333334,67.8,0.0,-3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,6
CCC,1,0,1,2,70.0,0,30,122.0,1,0,82.46666666666667,15.0,0.0,1.0,86.71428571428571,80.57142857142857,0.8571428571428571,4648.0,187.0,24.86,2237.0,354.0,376.0,1.0,10
GGG,0,0,1,1,10.0,0,30,88.0,1,0,93.33333333333333,9.0,0.0,0.9,80.0,100.0,-47.22222222222222,1336.0,51.0,26.2,135.0,204.0,59.0,1.0,10
EEE,1,0,0,2,80.0,0,60,51.0,1,0,79.5,4.0,0.0,0.8,79.5,0.0,6.75,1016.0,70.0,14.51,180.0,30.0,17.0,1.0,5
CCC,1,0,0,2,40.0,0,60,165.0,1,1,52.125,8.0,2.0,0.8,59.0,31.5,0.125,2162.0,88.0,24.57,606.0,2.0,83.0,1.0,10
CCC,1,0,1,2,40.0,0,60,31.0,1,0,77.1875,16.0,0.0,1.0,78.9,83.25,-2.2666666666666666,3270.0,192.0,17.03,600.0,423.0,183.0,1.0,10
BBB,0,0,0,1,20.0,0,120,29.0,0,1,83.6,5.0,0.0,0.4166666666666667,69.0,93.33333333333333,1.2,434.0,43.0,10.09,50.0,141.0,23.0,1.0,12
BBB,0,0,0,2,30.0,0,60,73.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
GGG,0,0,0,1,30.0,0,30,157.0,1,0,83.0,7.0,0.0,0.7,73.66666666666667,90.0,-6.714285714285714,465.0,32.0,14.53,111.0,47.0,6.0,0.0,10
EEE,1,0,0,2,30.0,0,30,100.0,1,1,90.5,2.0,0.0,0.4,90.5,0.0,-0.5,697.0,40.0,17.42,117.0,99.0,1.0,1.0,5
CCC,0,0,1,2,60.0,0,180,148.0,1,0,91.2,5.0,0.0,0.5,0.0,91.0,3.25,4609.0,177.0,26.04,1499.0,1708.0,106.0,1.0,10
FFF,1,1,0,2,30.0,1,60,10.0,0,1,35.8,5.0,2.0,0.38461538461538464,31.0,55.0,-10.2,1876.0,61.0,30.75,219.0,412.0,29.0,1.0,13
EEE,0,0,1,1,10.0,0,60,154.0,1,1,50.0,1.0,0.0,0.2,50.0,0.0,3.0,388.0,20.0,19.4,108.0,50.0,13.0,1.0,5
EEE,1,0,0,2,20.0,0,90,15.0,0,1,58.5,2.0,0.0,0.4,58.5,0.0,0.5,603.0,26.0,23.19,4.0,145.0,10.0,1.0,5
